name,stars,review_count,location,elevation,route_type,short_description,long_description,tag_list,n_photos,n_recordings,n_completed,state,State,difficulty,short,long,n_tags,distance,duration
Musch Trail to Eagle Rock,4.5,610,Topanga State Park,921.0,Loop,"Musch Trail to Eagle Rock is a 4.4 mile heavily trafficked loop trail located near Topanga, California that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Horses are also able to use this trail.","Musch Trail to Eagle Junction 2.0 miles; 2.5 miles to Eagle Rock. Trail is out and back, but you may catch the Topanga fire road down to make a loop back to the trail head, or to connect with other trails to lengthen your adventure. Dogs are not permitted.","['Kid friendly', 'Hiking', 'Horseback riding', 'Nature trips', 'Walking', 'Bird watching', 'Running', 'Views', 'Wild flowers', 'Wildlife', 'No shade', 'No dogs']",1584,641,1358,california,CA,2,281,1,12,4.4,144.0
Vasquez Rocks Trail ,4.5,600,Vasquez Rocks Natural Area Park,452.0,Loop,"Vasquez Rocks Trail  is a 2.6 mile heavily trafficked loop trail located near Santa Clarita, California that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.","This site has been featured in many different TV shows, commercials, and movies.","['Dogs on leash', 'Kid friendly', 'Hiking', 'Horseback riding', 'Rock climbing', 'Walking', 'Bird watching', 'Running', 'Views', 'Wild flowers', 'Wildlife', 'Over grown', 'Rocky', 'Historic site']",363,566,1319,california,CA,2,306,1,14,2.6,81.0
Lake Poway Loop Trail,4.5,781,Lake Poway Park,462.0,Loop,"Lake Poway Loop Trail is a 2.8 mile heavily trafficked loop trail located near Poway, California that features a waterfall and is good for all skill levels. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",Be aware there is a $10 parking fee for non residents on the weekends. Bees are in the area so it is not a good hike for those who are allergic.,"['Dogs on leash', 'Kid friendly', 'Hiking', 'Horseback riding', 'Mountain biking', 'Nature trips', 'Walking', 'Bird watching', 'Running', 'Forest', 'Lake', 'River', 'Views', 'Waterfall', 'Wild flowers']",1151,883,3800,california,CA,1,296,1,15,2.8,67.0
Training Hill,4.5,749,Auburn State Recreation Area,1062.0,Loop,"Training Hill is a 4.5 mile heavily trafficked loop trail located near Cool, California that features beautiful wild flowers and is rated as difficult. The trail is primarily used for hiking, running, nature trips, and bird watching and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",,"['Dogs on leash', 'Hiking', 'Nature trips', 'Bird watching', 'Running', 'Forest', 'Views', 'Wild flowers', 'Wildlife', 'Scramble']",845,756,1219,california,CA,3,326,0,10,4.5,152.0
"Round Top, Volcanic and Skyline Trail Loop",4.5,703,Sibley Volcanic Regional Preserve,554.0,Loop,"Round Top, Volcanic and Skyline Trail Loop is a 3.5 mile heavily trafficked loop trail located near Orinda, California that features beautiful wild flowers and is good for all skill levels. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.","Park Features: Not many Bay Area residents know that they have a volcano nearby but Sibley Volcanic Regional Preserve is home to one! This volcano, Round Top, dates to about 10 million years ago and is the source of all the volcanic rock in the park. The unstaffed visitor center provides a thorough geological history of the park through display panels and specimens.

Trails Highlights: The trail starts out in a forested understory, then opens into rolling grassland hills, and  nally concludes on the shaded Skyline Trail, bringing you back to the staging area. Round Top Trail offers panoramic views of the surrounding hills, valleys, and cities far below. The Volcanic Trail is lined with different types of volcanic rock that help tell the story of the formation of the landscape and how it has changed over time. Pick up a park brochure before you begin your hike to learn more.

Trail Directions: Park at the Sibley Staging Area and walk up towards the visitor center. Start on the paved Overlook Trail to the left of the visitor center and continue past the interpretive panels. Go past the trail post to the Backpack Camp, and at the next trail post, make a left and immediately at the next trail post bear left on the Round Top Loop Trail. Follow the directions for Volcanic Trail, staying on the gravel trail and continuing through the gate. In .4 miles, make a left at the fork onto Volcanic Trail. You will immediately pass a lookout bench and trail post #3. At the next fork, make a right on the trail that heads uphill; here there is a trail post marked #5-11. Stay to the left at the next fork and follow the Volcanic Trail until it meets with the paved Quarry Road; turn left onto Quarry Road. Stay on Quarry Road as it descends nearly .6 miles to the gate. Stay left and immediately make another left through another gate to access Skyline Trail. Skyline Trail will take you back to the Sibley Staging Area, climbing somewhat steeply along the creek as you cover .87 miles.

Park Hours: 7am to 6pm Nov-Feb; 7am to 10pm Mar-Oct 
Fees: No fees","['Dogs on leash', 'Kid friendly', 'Hiking', 'Mountain biking', 'Nature trips', 'Walking', 'Bird watching', 'Running', 'Forest', 'Partially paved', 'Views', 'Wild flowers', 'Wildlife']",646,672,1401,california,CA,1,329,1,13,3.5,107.0
Stoddard Peak,4.5,417,Angeles National Forest,1145.0,Out & Back,"Stoddard Peak is a 5.9 mile heavily trafficked out and back trail located near Claremont, California that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail.",,"['Dog friendly', 'Hiking', 'Nature trips', 'Rock climbing', 'Bird watching', 'Views', 'Wild flowers', 'Wildlife', 'Bugs', 'Over grown', 'Rocky', 'Scramble']",829,411,627,california,CA,2,277,0,12,5.9,189.0
Skull Rock Nature Trail,4.0,432,Joshua Tree National Park,160.0,Loop,"Skull Rock Nature Trail is a 1.7 mile heavily trafficked loop trail located near Twentynine Palms, California that features beautiful wild flowers and is good for all skill levels. The trail is primarily used for hiking, walking, camping, and nature trips and is best used from October until April.","Joshua Tree National Park charges a fee to enter. Fees are $30 per vehicle or $25 per motorcycle. If you are entering on foot or bike the fee is $15 per person. You can also purchase a park specific annual pass for $55.

This loop contains .5 miles of walking along the paved campground road.

Alternatively, visitors could just hike from Skull Rock, through the Jumbo Rocks area, and then turn around upon reaching the campground. This out-and-back route would be a mile roundtrip.","['Kid friendly', 'Camping', 'Hiking', 'Nature trips', 'Walking', 'Views', 'Wild flowers', 'Wildlife', 'Rocky', 'Scramble', 'No shade', 'Fee', 'No dogs']",394,330,1454,california,CA,1,298,1,13,1.7,48.0
Tecolote Canyon Trail,4.0,1025,Tecolote Canyon Natural Park,538.0,Out & Back,"Tecolote Canyon Trail is a 6.7 mile heavily trafficked out and back trail located near San Diego, California that features a river and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.","A relatively flat, easy to walk trail with a few steep inclines (as long as you keep to the west) with a few creek crossings after rains toward Genesee. While this route is an out-and-back, there are plenty of different side routes leading up and out of the canyon to the surrounding neighborhoods offering a choose your own adventure type hike. The trail transitions from a fire road to a single track. The trails surroundings transition from the south end to the north end. At the north end there is great tree cover and shade as you're walking near the creek (not the cleanest). At the south end theres low plants and you'll be exposed to the sun. Keep an ear open for approaching mountain bikes.","['Dogs on leash', 'Kid friendly', 'Hiking', 'Nature trips', 'Walking', 'Bird watching', 'Running', 'River', 'Views', 'Wild flowers', 'Bugs']",360,1023,1732,california,CA,2,296,1,11,6.7,184.0
Oak Canyon,4.5,657,Mission Trails Regional Park,265.0,Out & Back,"Oak Canyon is a 2.7 mile heavily trafficked out and back trail located near San Diego, California that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is accessible year-round.",,"['Hiking', 'Nature trips', 'Walking', 'Bird watching', 'Running', 'Views', 'Wild flowers']",1302,735,2142,california,CA,2,236,0,7,2.7,76.0
Bonelli Park Trail,4.5,738,Frank G Bonelli Regional Park,501.0,Loop,"Bonelli Park Trail is a 6.4 mile heavily trafficked loop trail located near La Verne, California that features a lake and is rated as moderate. The trail is primarily used for hiking, walking, running, and mountain biking and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.","Note: As of August 2020, the RV Resort is open to hikers and runners. Hours are 8am-8pm.

Please note that there is a $10 per vehicle fee for this trail.","['Dogs on leash', 'Kid friendly', 'Hiking', 'Mountain biking', 'Walking', 'Running', 'Lake', 'Views', 'Fee']",972,894,1309,california,CA,2,315,1,9,6.4,153.0
Fullerton Loop Trail,4.5,953,"Fullerton, California",898.0,Loop,"Fullerton Loop Trail is a 11.1 mile heavily trafficked loop trail located near Fullerton, California that features a lake and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.","Unique mix of 85% dirt single and double track trail with 15% sidewalk/asphalt riding. The trail is a patchwork of old equestrian paths that run along property lines and an old railroad bed corridor. All along the trail there are ""side trails"" and ""extra credit"" sections for the more advanced of us that offer some nice variety to an otherwise tame mountain bike ride. Almost like a video game, there are features hidden all along it's length that beg for exploration.","['Dogs on leash', 'Hiking', 'Horseback riding', 'Mountain biking', 'Nature trips', 'Walking', 'Bird watching', 'Running', 'Forest', 'Lake', 'Rails trails', 'River', 'Views', 'Wild flowers', 'Wildlife', 'Rocky', 'Washed out']",972,1268,2213,california,CA,2,287,1,17,11.1,304.0
Chiquito Trail to Chiquito Falls,4.5,557,Cleveland National Forest,1571.0,Loop,"Chiquito Trail to Chiquito Falls is a 9.1 mile heavily trafficked loop trail located near Lake Elsinore, California that features a waterfall and is rated as moderate. The trail is primarily used for hiking, running, and mountain biking and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.","When you think of hiking in Orange County, you don't usually envision dramatic waterfalls. But during the spring, there are a number of wonderful seasonal waterfalls that are just a hike away. One of the best is Chiquito Falls.

This trail requires an adventure pass.","['Dogs on leash', 'Hiking', 'Mountain biking', 'Running', 'Forest', 'River', 'Views', 'Waterfall', 'Wild flowers', 'Wildlife', 'Bugs', 'Rocky']",1190,553,979,california,CA,2,330,1,12,9.1,284.0
